split,y_true,y_pred
train,59.0,60.7128985755387
train,34.0,30.86132111931075
train,63.0,48.621120436115746
train,59.0,58.77567811429916
train,34.0,28.253326963734175
train,18.0,15.513685836771987
train,68.0,58.87165700517762
train,50.0,43.17538235328636
train,50.0,47.50642670836121
train,56.0,56.41822290307556
train,36.0,41.35697024211596
train,42.0,40.481250951203805
train,38.0,29.412762829810696
train,63.0,50.83521218642309
train,54.0,57.6018659694987
train,63.0,50.00682596765195
train,61.0,57.16528029737297
train,24.0,26.03194524914495
train,44.0,39.92998675649802
train,52.0,54.15724706432337
train,56.0,53.27670824852261
train,30.0,35.52473146175783
train,36.0,44.91203184903998
train,54.0,61.43520040276102
train,44.0,43.576455834041035
train,50.0,34.68868971952694
train,48.0,53.279395200709715
train,68.0,59.51474470747448
train,46.0,50.26578774069769
train,24.0,27.638980503780665
train,59.0,62.49705353625298
train,54.0,62.89481886663265
train,40.0,44.48968016752895
train,34.0,30.174155361075705
train,38.0,46.89899888540337
train,38.0,35.65597247866837
train,50.0,49.509561338883266
train,15.0,30.140612747069788
train,63.0,52.121152954169276
train,68.0,59.3017810561433
train,36.0,30.266227941007905
train,38.0,31.432192493399235
train,24.0,26.20482503243469
train,61.0,60.02099654010914
train,40.0,45.80787890151135
train,34.0,35.429354069166315
train,42.0,44.25030791549614
train,48.0,50.951164139447464
train,36.0,45.980750238864466
train,36.0,51.89715692874542
train,52.0,52.57261873117271
train,56.0,57.837352053921634
train,44.0,43.49087369996307
train,59.0,60.41296442917569
train,56.0,54.918457691946585
train,30.0,37.655940577849265
train,59.0,48.201100218566005
train,68.0,62.01370370829963
train,24.0,19.815316745487618
train,30.0,37.68306293054629
train,15.0,32.4851240556585
train,15.0,32.606011613836145
train,24.0,26.005828152697887
train,50.0,38.12595283406513
train,63.0,47.9930344534301
train,68.0,43.35983592185211
train,54.0,36.357501420532365
train,34.0,34.48551216872126
train,52.0,56.42126590351177
train,56.0,57.88129774660471
train,52.0,50.03822475200057
train,59.0,60.7704605841474
train,63.0,52.92711164755484
train,50.0,56.9901674588147
train,44.0,37.61537610028837
train,15.0,25.26604706704436
train,68.0,57.47144322164621
train,44.0,36.51619730868798
train,24.0,23.884459810540612
train,63.0,51.28938205474603
train,24.0,21.34055424407145
train,24.0,20.630391545467848
train,38.0,35.623997182628734
train,24.0,25.35578969443003
train,38.0,34.19717730434324
train,50.0,50.47411875437186
train,30.0,42.86487128657631
train,24.0,24.4391750666105
train,40.0,44.273442444268206
train,15.0,31.067741787871537
train,30.0,38.929913609036234
train,38.0,35.848666460799905
train,63.0,49.66888129213996
train,54.0,62.69435082313267
train,38.0,47.4376434796961
train,24.0,23.163674993987375
train,36.0,31.508886079921172
train,36.0,37.231928433600714
train,68.0,59.79100730753634
train,36.0,49.84711731949837
train,52.0,53.87530797655744
train,50.0,55.40332627530425
train,18.0,21.821555844663084
train,24.0,22.271960402691576
train,54.0,65.48860067416716
train,50.0,42.43142590301497
train,50.0,49.899583271911034
train,46.0,47.22344657461748
train,40.0,41.39942649514416
train,68.0,58.92197630790457
train,56.0,53.63917540666764
train,56.0,47.50219831548334
train,59.0,60.19879723951156
train,68.0,57.051004115215434
train,52.0,49.91150721009189
train,61.0,57.940758928818695
train,61.0,58.690753754966984
train,24.0,23.749812573658787
train,52.0,49.10846359446714
train,36.0,47.26314107353292
train,68.0,60.37439447846076
train,56.0,56.06174082486597
train,42.0,44.89957554450184
train,50.0,50.967665165116244
train,38.0,38.082231831579755
train,30.0,35.37036085211503
train,52.0,55.66192692201723
